Mirror Shot,Steel,65,85,10,30,The user lets loose a flash of energy at the target from its polished body. This may also lower the target's accuracy
Metal Sound,Steel,,85,40,,A horrible sound like scraping metal harshly lowers the target's Sp. Def stat
Lock-On,Normal,,,5,,The user takes sure aim at the target. This ensures the next attack does not miss the target
Magnet Rise,Electric,,,10,,The user levitates using electrically generated magnetism for five turns
Zap Cannon,Electric,120,50,5,100,The user fires an electric blast like a cannon to inflict damage and cause paralysis
Electric Terrain,Electric,,,10,,The user electrifies the ground for five turns, powering up Electric-type moves. Pokémon on the ground no longer fall asleep
Brave Bird,Flying,120,100,15,,The user tucks in its wings and charges from a low altitude. This also damages the user quite a lot
Acrobatics,Flying,55,100,15,,The user nimbly strikes the target. If the user is not holding an item, this attack inflicts massive damage
False Swipe,Normal,40,100,40,,A restrained attack that prevents the target from fainting. The target is left with at least 1 HP
Double Hit,Normal,35,90,10,,The user slams the target with a long tail, vines, or a tentacle. The target is hit twice in a row
Uproar,Normal,90,100,10,,The user attacks in an uproar for three turns. During that time, no Pokémon can fall asleep
Acupressure,Normal,,,30,,The user applies pressure to stress points, sharply boosting one of its or its allies' stats
Jump Kick,Fighting,100,95,10,,The user jumps up high, then strikes with a kick. If the kick misses, the user hurts itself
Icy Wind,Ice,55,95,15,100,The user attacks with a gust of chilled air. This also lowers the opposing Pokémon's Speed stats
Ice Shard,Ice,40,100,30,,The user flash-freezes chunks of ice and hurls them at the target. This move always goes first
Aqua Ring,Water,,,20,,The user envelops itself in a veil made of water. It regains some HP every turn
Aurora Beam,Ice,65,100,20,10,The target is hit with a rainbow-colored beam. This may also lower the target's Attack stat
Dive,Water,80,100,10,,Diving on the first turn, the user floats up and attacks on the next turn
Ice Beam,Ice,90,100,10,10,The target is struck with an icy-cold beam of energy. This may also leave the target frozen
Hail,Ice,,,10,,The user summons a hailstorm lasting five turns. It damages all Pokémon except the Ice type
Sheer Cold,Ice,,30,5,,The target faints instantly. It's less likely to hit the target if it's used by Pokémon other than Ice types
Poison Gas,Poison,,90,40,,A cloud of poison gas is sprayed in the face of opposing Pokémon, poisoning those hit
Sludge,Poison,65,100,20,30,Unsanitary sludge is hurled at the target. This may also poison the target
Sludge Bomb,Poison,90,100,10,30,Unsanitary sludge is hurled at the target. This may also poison the target
Acid Armor,Poison,,,20,,The user alters its cellular structure to liquefy itself, sharply raising its Defense stat
Memento,Dark,,100,10,,The user faints when using this move. In return, this harshly lowers the target's Attack and Sp. Atk stats
Venom Drench,Poison,,100,20,100,Opposing Pokémon are drenched in an odd poisonous liquid. This lowers the Attack, Sp. Atk, and Speed stats of a poisoned target
Icicle Spear,Ice,25,100,30,,The user launches sharp icicles at the target two to five times in a row
Clamp,Water,35,85,15,100,The target is clamped and squeezed by the user's very thick and sturdy shell for four to five turns
Razor Shell,Water,75,95,10,50,The user cuts its target with sharp shells. This may also lower the target's Defense stat
Whirlpool,Water,35,85,15,100,The user traps the target in a violent swirling whirlpool for four to five turns
Shell Smash,Normal,,,15,,The user breaks its shell, which lowers Defense and Sp. Def stats but sharply raises its Attack, Sp. Atk, and Speed stats
Spike Cannon,Normal,20,100,15,,Sharp spikes are shot at the target in rapid succession. They hit two to five times in a row
Spikes,Ground,,,20,,The user lays a trap of spikes at the opposing team's feet. The trap hurts Pokémon that switch into battle
Icicle Crash,Ice,85,90,10,30,The user attacks by harshly dropping large icicles onto the target. This may also make the target flinch
Lick,Ghost,30,100,30,30,The target is licked with a long tongue, causing damage. This may also leave the target with paralysis
Spite,Ghost,,100,10,,The user unleashes its grudge on the move last used by the target by cutting 4 PP from it
Night Shade,Ghost,,100,15,,The user makes the target see a frightening mirage. It inflicts damage equal to the user's level
Shadow Ball,Ghost,80,100,15,20,The user hurls a shadowy blob at the target. This may also lower the target's Sp. Def stat
Dream Eater,Psychic,100,100,15,,The user eats the dreams of a sleeping target. It absorbs half the damage caused to heal its own HP
Dark Pulse,Dark,80,100,15,20,The user releases a horrible aura imbued with dark thoughts. This may also make the target flinch
Destiny Bond,Ghost,,,5,,After using this move, if the user faints, the Pokémon that landed the knockout hit also faints. Its chance of failing rises if it is used in succession
Nightmare,Ghost,,100,15,,A sleeping target sees a nightmare that inflicts some damage every turn
Shadow Punch,Ghost,60,,20,,The user throws a punch from the shadows. This attack never misses
Bind,Normal,15,85,20,100,Things such as long bodies or tentacles are used to bind and squeeze the target for four to five turns
Rock Tomb,Rock,60,95,15,100,Boulders are hurled at the target. This also lowers the target's Speed stat by preventing its movement
Dragon Breath,Dragon,60,100,20,30,The user exhales a mighty gust that inflicts damage. This may also leave the target with paralysis
Rock Slide,Rock,75,90,10,30,Large boulders are hurled at the opposing Pokémon to inflict damage. This may also make the opposing Pokémon flinch
Iron Tail,Steel,100,75,15,30,The target is slammed with a steel-hard tail. This may also lower the target's Defense stat
Meditate,Psychic,,,40,,The user meditates to awaken the power deep within its body and raise its Attack stat
Synchronoise,Psychic,120,100,10,,Using an odd shock wave, the user inflicts damage on any Pokémon of the same type in the area around it
Psyshock,Psychic,80,100,10,,The user materializes an odd psychic wave to attack the target. This attack does physical damage
Vice Grip,Normal,55,100,30,,The target is gripped and squeezed from both sides to inflict damage
Metal Claw,Steel,50,95,35,10,The target is raked with steel claws. This may also raise the user's Attack stat
Guillotine,Normal,,30,5,,A vicious, tearing attack with big pincers. The target faints instantly if this attack hits
Crabhammer,Water,100,90,10,,The target is hammered with a large pincer. Critical hits land more easily
Flail,Normal,,100,15,,The user flails about aimlessly to attack. The less HP the user has, the greater the move's power
Charge,Electric,,,20,,The user boosts the power of the Electric move it uses on the next turn. This also raises the user's Sp. Def stat
Eerie Impulse,Electric,,100,15,,The user's body generates an eerie impulse. Exposing the target to it harshly lowers the target's Sp. Atk stat
Charge Beam,Electric,50,90,10,70,The user attacks with an electric charge. The user may use any remaining electricity to raise its Sp. Atk stat
Mirror Coat,Psychic,,100,20,,A retaliation move that counters any special attack, inflicting double the damage taken
Magnetic Flux,Electric,,,20,,The user manipulates magnetic fields, which raises the Defense and Sp. Def stats of ally Pokémon with the Plus or Minus Ability
Barrage,Normal,15,85,20,,Round objects are hurled at the target to strike two to five times in a row
Bullet Seed,Grass,25,100,30,,The user forcefully shoots seeds at the target two to five times in a row
Egg Bomb,Normal,100,75,10,,A large egg is hurled at the target with maximum force to inflict damage
Wood Hammer,Grass,120,100,15,,The user slams its rugged body into the target to attack. This also damages the user quite a lot
Bone Club,Ground,65,85,20,10,The user clubs the target with a bone. This may also make the target flinch
Bonemerang,Ground,50,90,10,,The user throws the bone it holds. The bone loops around to hit the target twice—coming and going
Bone Rush,Ground,25,90,10,,The user strikes the target with a hard bone two to five times in a row
Mega Kick,Normal,120,75,5,,The target is attacked by a kick launched with muscle-packed power
Rolling Kick,Fighting,60,85,15,30,The user lashes out with a quick, spinning kick. This may also make the target flinch
Brick Break,Fighting,75,100,15,,The user attacks with a swift chop. It can also break barriers, such as Light Screen and Reflect
High Jump Kick,Fighting,130,90,10,,The target is attacked with a knee kick from a jump. If it misses, the user is hurt instead
Blaze Kick,Fire,85,90,10,10,The user launches a kick that lands a critical hit more easily. This may also leave the target with a burn
Endure,Normal,,,10,,The user endures any attack with at least 1 HP. Its chance of failing rises if it is used in succession
Comet Punch,Normal,18,85,15,,The target is hit with a flurry of punches that strike two to five times in a row
Counter,Fighting,,100,20,,A retaliation move that counters any physical attack, inflicting double the damage taken
Focus Punch,Fighting,150,100,20,,The user focuses its mind before launching a punch. This move fails if the user is hit before it is used
Mach Punch,Fighting,40,100,30,,The user throws a punch at blinding speed. This move always goes first
Bullet Punch,Steel,40,100,30,,The user strikes the target with tough punches as fast as bullets. This move always goes first
Vacuum Wave,Fighting,40,100,30,,The user whirls its fists to send a wave of pure vacuum at the target. This move always goes first
Thunder Punch,Electric,75,100,15,10,The target is punched with an electrified fist. This may also leave the target with paralysis
Ice Punch,Ice,75,100,15,10,The target is punched with an icy fist. This may also leave the target frozen
Fire Punch,Fire,75,100,15,10,The target is punched with a fiery fist. This may also leave the target with a burn
Sky Uppercut,Fighting,85,90,15,,The user attacks the target with an uppercut thrown skyward with force
Mega Punch,Normal,80,85,20,,The target is slugged by a punch thrown with muscle-packed power
Detect,Fighting,,,5,,Enables the user to evade all attacks. Its chance of failing rises if it is used in succession
Refresh,Normal,,,20,,The user rests to cure itself of poisoning, a burn, or paralysis
Power Whip,Grass,120,85,10,,The user violently whirls its vines, tentacles, or the  like to harshly lash the target
Smog,Poison,30,70,20,40,The target is attacked with a discharge of filthy gases. This may also poison the target
Clear Smog,Poison,50,,15,,The user attacks by throwing a clump of special mud. All stat changes are returned to normal
Hammer Arm,Fighting,100,90,10,100,The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however
Soft-Boiled,Normal,,,10,,The user restores its own HP by up to half of its max HP
Ingrain,Grass,,,20,,The user lays roots that restore its HP on every turn. Because it's rooted, it can't switch out
Ancient Power,Rock,60,100,5,10,The user attacks with a prehistoric power. This may also raise all the user's stats at once
Tickle,Normal,,100,20,,The user tickles the target into laughing, reducing its Attack and Defense stats
Dizzy Punch,Normal,70,100,10,20,The target is hit with rhythmically launched punches. This may also leave the target confused
Dragon Pulse,Dragon,85,100,10,,The target is attacked with a shock wave generated by the user's gaping mouth
Dragon Dance,Dragon,,,20,,The user vigorously performs a mystic, powerful dance that raises its Attack and Speed stats
Waterfall,Water,80,100,15,20,The user charges at the target and may make it flinch
Psywave,Psychic,,100,15,,The target is attacked with an odd psychic wave. The attack varies in intensity
Camouflage,Normal,,,20,,The user's type is changed depending on its environment, such as at water's edge, in grass, or in a cave
Misty Terrain,Fairy,,,10,,This protects Pokémon on the ground from status conditions and halves damage from Dragon-type moves for five turns
Magical Leaf,Grass,60,,20,,The user scatters curious leaves that chase the target. This attack never misses
Power Swap,Psychic,,,10,,The user employs its psychic power to switch changes to its Attack and Sp. Atk stats with the target
Guard Swap,Psychic,,,10,,The user employs its psychic power to switch changes to its Defense and Sp. Def stats with the target
Copycat,Normal,,,20,,The user mimics the move used immediately before it. The move fails if no other move has been used yet
Substitute,Normal,,,10,,The user makes a copy of itself using some of its HP. The copy serves as the user's decoy
Recycle,Normal,,,10,,The user recycles a held item that has been used in battle so it can be used again
Baton Pass,Normal,,,40,,The user switches places with a party Pokémon in waiting and passes along any stat changes
Razor Wind,Normal,80,100,10,,In this two-turn attack, blades of wind hit opposing Pokémon on the second turn. Critical hits land more easily
Draining Kiss,Fairy,50,100,10,,The user steals the target's HP with a kiss. The user's HP is restored by over half of the damage taken by the target
Perish Song,Normal,,,5,,Any Pokémon that hears this song faints in three turns, unless it switches out of battle
Lovely Kiss,Normal,,75,10,,With a scary face, the user tries to force a kiss on the target. If it succeeds, the target falls asleep
Powder Snow,Ice,40,100,25,10,The user attacks with a chilling gust of powdery snow. This may also freeze the opposing Pokémon
Heart Stamp,Psychic,60,100,25,30,The user unleashes a vicious blow after its cute act makes the target less wary. This may also make the target flinch
Fake Tears,Dark,,100,20,,The user feigns crying to fluster the target, harshly lowering its Sp. Def stat
Avalanche,Ice,60,100,10,,The power of this attack move is doubled if the user has been hurt by the target in the same turn
Blizzard,Ice,110,70,5,10,A howling blizzard is summoned to strike opposing Pokémon. This may also leave the opposing Pokémon frozen
Shock Wave,Electric,60,,20,,The user strikes the target with a quick jolt of electricity. This attack never misses
Lava Plume,Fire,80,100,15,30,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn
Sunny Day,Fire,,,5,,The user intensifies the sun for five turns, powering up Fire-type moves. It lowers the power of Water-type moves
Storm Throw,Fighting,60,100,10,,The user strikes the target with a fierce blow. This attack always results in a critical hit
Work Up,Normal,,,30,,The user is roused, and its Attack and Sp. Atk stats increase
Giga Impact,Normal,150,90,5,,The user charges at the target using every bit of its power. The user can't move on the next turn
Splash,Normal,,,40,,The user just flops and splashes around to no effect at all..
Hyper Beam,Normal,150,90,5,,The target is attacked with a powerful beam. The user can't move on the next turn
Mist,Ice,,,30,,The user cloaks itself and its allies in a white mist that prevents any of their stats from being lowered for five turns
Transform,Normal,,,10,,The user transforms into a copy of the target right down to having the same move set
Charm,Fairy,,100,20,,The user gazes at the target rather charmingly, making it less wary. This harshly lowers its Attack stat
Last Resort,Normal,140,100,5,,This move can be used only after the user has used all the other moves it knows in the battle
Trump Card,Normal,,,5,,The fewer PP this move has, the greater its power
Muddy Water,Water,90,85,10,30,The user attacks by shooting muddy water at the opposing Pokémon. This may also lower their accuracy
Conversion 2,Normal,,,30,,The user changes its type to make itself resistant to the type of the attack the opponent used last
Conversion,Normal,,,30,,The user changes its type to become the same type as the move at the top of the list of moves it knows
Sharpen,Normal,,,30,,The user makes its edges more jagged,  which raises its Attack stat
Magic Coat,Psychic,,,15,,A barrier reflects back to the target moves like Leech Seed and moves that damage status
Iron Head,Steel,80,100,15,30,The user slams the target with its steel-hard head. This may also make the target flinch
Sky Drop,Flying,60,100,10,,The user takes the target into the sky, then drops it during the next turn. The target cannot attack while in the sky
Snore,Normal,50,100,15,30,This attack can be used only if the user is asleep. The harsh noise may also make the target flinch
Sleep Talk,Normal,,,10,,While it is asleep, the user randomly uses one of the moves it knows
Block,Normal,,,5,,The user blocks the target's way with arms spread wide to prevent escape
High Horsepower,Ground,95,95,10,,The user fiercely attacks the target using its entire body
Freeze-Dry,Ice,70,100,20,10,The user rapidly cools the target. This may also leave the target frozen. This move is super effective on Water types
Sky Attack,Flying,140,90,5,30,A second-turn attack move where critical hits land more easily. This may also make the target flinch
Burn Up,Fire,130,100,5,,To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type
Dragon Tail,Dragon,60,90,10,,The target is knocked away, and a different Pokémon is dragged out. In the wild, this ends a battle against a single Pokémon
Dragon Rush,Dragon,100,75,10,20,The user tackles the target while exhibiting overwhelming menace. This may also make the target flinch
Laser Focus,Normal,,,30,,The user concentrates intensely. The attack on the next turn always results in a critical hit
Aura Sphere,Fighting,80,,20,,The user lets loose a blast of aura power from deep within its body at the target. This attack never misses
Psystrike,Psychic,100,100,10,,The user materializes an odd psychic wave to attack the target. This attack does physical damage
Eruption,Fire,150,100,5,,The user attacks opposing Pokémon with explosive fury. The lower the user's HP, the lower the move's power
Echoed Voice,Normal,40,100,15,,The user attacks the target with an echoing voice. If this move is used every turn, its power is increased
Psycho Shift,Psychic,,100,10,,Using its psychic power of suggestion, the user transfers its status conditions to the target
Infestation,Bug,20,100,20,100,The target is infested and attacked for four to five turns. The target can't flee during this time
Shadow Sneak,Ghost,40,100,30,,The user extends its shadow and attacks the target from behind. This move always goes first
Spider Web,Bug,,,10,,The user ensnares the target with thin, gooey silk so it can't flee from battle
Sticky Web,Bug,,,20,,The user weaves a sticky net around the opposing team, which lowers their Speed stat upon switching into battle
Toxic Thread,Poison,,100,20,100,The user shoots poisonous threads to poison the target and lower the target's Speed stat
Ion Deluge,Electric,,,25,,The user disperses electrically charged particles, which changes Normal-type moves to Electric-type moves
Sweet Kiss,Fairy,,75,10,,The user kisses the target with a sweet, angelic cuteness that causes confusion
Wish,Normal,,,10,,One turn after this move is used, the user's or its replacement's HP is restored by half the user's max HP
Fairy Wind,Fairy,40,100,30,,The user stirs up a fairy wind and strikes the target with it
Ominous Wind,Ghost,60,100,5,10,The user blasts the target with a gust of repulsive wind. This may also raise all the user's stats at once
Cotton Spore,Grass,,100,40,,The user releases cotton-like spores that cling to the opposing Pokémon, which harshly lowers their Speed stat
Cotton Guard,Grass,,,10,,The user protects itself by wrapping its body in soft cotton, which drastically raises the user's Defense stat
Tearful Look,Normal,,,20,100,The user gets teary eyed to make the target lose its combative spirit. This lowers the target's Attack and Sp. Atk stats
Head Smash,Rock,150,80,5,,The user attacks the target with a hazardous, full-power headbutt. This also damages the user terribly
U-turn,Bug,70,100,20,,After making its attack, the user rushes back to switch places with a party Pokémon in waiting
Grass Whistle,Grass,,55,15,,The user plays a pleasant melody that lulls the target into a deep sleep
Flower Shield,Fairy,,,10,100,The user raises the Defense stat of all Grass-type Pokémon in battle with a mysterious power
Morning Sun,Normal,,,5,,The user restores its own HP. The amount of HP regained varies with the weather
Foul Play,Dark,95,100,15,,The user turns the target's power against it. The higher the target's Attack stat, the greater the move's power
Torment,Dark,,100,15,,The user torments and enrages the target, making it incapable of using the same move twice in a row
Quash,Dark,,100,15,,The user suppresses the target and makes its move go last
Hidden Power,Normal,60,100,15,,A unique attack that varies in type depending on the Pokémon using it
Pain Split,Normal,,,20,,The user adds its HP to the target's HP, then equally shares the combined HP with the target
Bide,Normal,,,10,,The user endures attacks for two turns, then strikes back to cause double the damage taken
Autotomize,Steel,,,15,,The user sheds part of its body to make itself lighter and sharply raise its Speed stat
Struggle Bug,Bug,50,100,20,100,While resisting, the user attacks the opposing Pokémon. This lowers the Sp. Atk stat of those hit
Power Trick,Psychic,,,10,,The user employs its psychic power to switch its Attack stat with its Defense stat
Power Split,Psychic,,,10,,The user employs its psychic power to average its Attack and Sp. Atk stats with those of the target
Guard Split,Psychic,,,10,,The user employs its psychic power to average its Defense and Sp. Def stats with those of the target
Arm Thrust,Fighting,15,100,20,,The user lets loose a flurry of open-palmed arm thrusts that hit two to five times in a row
Hone Claws,Dark,,,15,,The user sharpens its claws to boost its Attack stat and accuracy
Beat Up,Dark,,100,10,,The user gets all party Pokémon to attack the target. The more party Pokémon, the greater the number of attacks
Snatch,Dark,,,10,,The user steals the effects of any attempts to use a healing or stat-changing move
Incinerate,Fire,60,100,15,,The user attacks opposing Pokémon with fire. If a Pokémon is holding a certain item, such as a Berry, the item becomes burned up and unusable
Octazooka,Water,65,85,10,50,The user attacks by spraying ink in the target's face or eyes. This may also lower the target's accuracy
Present,Normal,,90,15,,The user attacks by giving the target a gift with a hidden trap. It restores HP sometimes, however
Steel Wing,Steel,70,90,25,10,The target is hit with wings of steel. This may also raise the user's Defense stat
Howl,Normal,,,40,,The user howls loudly to raise its spirit, which raises its Attack stat
Embargo,Dark,,100,15,,This move prevents the target from using its held item for five turns. Its Trainer is also prevented from using items on it
Sketch,Normal,,,1,,It enables the user to permanently learn the move last used by the target. Once used, Sketch disappears
Triple Kick,Fighting,10,90,10,,A consecutive three-kick attack that becomes more powerful with each successive hit
Milk Drink,Normal,,,10,,The user restores its own HP by up to half of its max HP
Heal Bell,Normal,,,5,,The user makes a soothing bell chime to heal the status conditions of all the party Pokémon
Sacred Fire,Fire,100,95,5,50,The target is razed with a mystical fire of great intensity. This may also leave the target with a burn
Weather Ball,Normal,50,100,10,,This attack move varies in power and type depending on the weather
Aeroblast,Flying,100,95,5,,A vortex of air is shot at the target to inflict damage. Critical hits land more easily
Heal Block,Psychic,,100,15,,For five turns, the user prevents the opposing team from using any moves, Abilities, or held items that recover HP
Energy Ball,Grass,90,100,10,10,The user draws power from nature and fires it at the target. This may also lower the target's Sp. Def stat
Snarl,Dark,55,95,15,100,The user yells as if it's ranting about something, which lowers the Sp. Atk stat of opposing Pokémon
Thief,Dark,60,100,25,,The user attacks and steals the target's held item simultaneously. The user can't steal anything if it already holds an item
Attract,Normal,,100,15,,If it is the opposite gender of the user, the target becomes infatuated and less likely to attack
Nature Power,Normal,,,20,,This attack makes use of nature's power. Its effects vary depending on the user's environment
Force Palm,Fighting,60,100,10,30,The target is attacked with a shock wave. This may also leave the target with paralysis
Phantom Force,Ghost,90,100,10,,The user vanishes somewhere, then strikes the target on the next turn. This move hits even if the target protects itself
Boomburst,Normal,140,100,10,,The user attacks everything around it with the destructive power of a terrible, explosive sound
Smelling Salts,Normal,70,100,10,,This attack's power is doubled when used on a target with paralysis. This also cures the target's paralysis, however
Assist,Normal,,,20,,The user hurriedly and randomly uses a move among those known by ally Pokémon
Metal Burst,Steel,,100,10,,The user retaliates with much greater force against the opponent that last inflicted damage on it
Entrainment,Normal,,100,15,,The user dances with an odd rhythm that compels the target to mimic it, making the target's Ability the same as the user's
Flash,Normal,,100,20,,The user flashes a bright light that cuts the target's accuracy
Tail Glow,Bug,,,20,,The user stares at flashing lights to focus its mind, drastically raising its Sp. Atk stat
Water Spout,Water,150,100,5,,The user spouts water to damage opposing Pokémon. The lower the user's HP, the lower the move's power
Noble Roar,Normal,,100,30,100,Letting out a noble roar, the user intimidates the target and lowers its Attack and Sp. Atk stats
Teeter Dance,Normal,,100,20,,The user performs a wobbly dance that confuses the Pokémon around it
Needle Arm,Grass,60,100,15,30,The user attacks by wildly swinging its thorny arms. This may also make the target flinch
Spiky Shield,Grass,,,10,,In addition to protecting the user from attacks, this move also damages any attacker who makes direct contact
Poison Tail,Poison,50,100,25,10,The user hits the target with its tail. This may also poison the target. Critical hits land more easily
Magic Room,Psychic,,,10,,The user creates a bizarre area in which Pokémon's held items lose their effects for five turns
Frost Breath,Ice,60,90,10,100,The user blows its cold breath on the target. This attack always results in a critical hit
Ice Ball,Ice,30,90,20,,The user attacks the target for five turns. The move's power increases each time it hits
Fly,Flying,90,95,15,,The user soars and then strikes its target on the next turn
Mist Ball,Psychic,70,100,5,50,A mist-like flurry of down envelops and damages the target. This may also lower the target's Sp. Atk stat
Luster Purge,Psychic,70,100,5,50,The user lets loose a damaging burst of light. This may also lower the target's Sp. Def stat
Origin Pulse,Water,110,85,10,,The user attacks opposing Pokémon with countless beams of light that glow a deep and brilliant blue
Precipice Blades,Ground,120,85,10,,The user attacks opposing Pokémon by manifesting the power of the land in fearsome blades of stone
Doom Desire,Steel,140,100,5,,Two turns after this move is used, a concentrated bundle of light blasts the target.
Psycho Boost,Psychic,140,90,5,100,The user attacks the target at full power. The attack's recoil harshly lowers the user's Sp. Atk stat
Facade,Normal,70,100,20,,This attack move doubles its power if the user is poisoned, burned, or paralyzed
Lunge,Bug,80,100,15,100,The user makes a lunge at the target, attacking with full force. This also lowers the target's Attack stat
Defend Order,Bug,,,10,,The user calls out its underlings to shield its body, raising its Defense and Sp. Def stats
Heal Order,Bug,,,10,,The user calls out its underlings to heal it. The user regains up to half of its max HP
Attack Order,Bug,90,100,15,,The user calls out its underlings to pummel the target. Critical hits land more easily
Frustration,Normal,,100,20,,This full-power attack grows more powerful the less the user likes its Trainer
Return,Normal,,100,20,,This full-power attack grows more powerful the more the user likes its Trainer
Mystical Fire,Fire,75,100,10,100,The user attacks by breathing a special, hot fire. This also lowers the target's Sp. Atk stat
Chatter,Flying,65,100,20,100,The user attacks the target with sound waves of deafening chatter. This confuses the target
Confide,Normal,,,20,100,The user tells the target a secret, and the target loses its ability to concentrate. This lowers the target's Sp. Atk stat
Power-Up Punch,Fighting,40,100,20,100,Striking opponents over and over makes the user's fists harder. Hitting a target raises the Attack stat
Rock Wrecker,Rock,150,90,5,,The user launches a huge boulder at the target to attack. The user can't move on the next turn
Trick Room,Psychic,,,5,,The user creates a bizarre area in which slower Pokémon get to move first for five turns
Roar of Time,Dragon,150,90,5,,The user blasts the target with power that distorts even time. The user can't move on the next turn
Spacial Rend,Dragon,100,95,5,,The user tears the target along with the space around it. Critical hits land more easily
Magma Storm,Fire,100,75,5,100,The target becomes trapped within a maelstrom of fire that rages for four to five turns
Crush Grip,Normal,,100,5,,The target is crushed with great force. The more HP the target has left, the greater this move's power
Shadow Force,Ghost,120,100,5,,The user disappears, then strikes the target on the next turn. This move hits even if the target protects itself
Lunar Dance,Psychic,,,10,,The user faints. In return, the Pokémon taking its place will have its status and HP fully restored
Heart Swap,Psychic,,,10,,The user employs its psychic power to switch stat changes with the target
Dark Void,Dark,,50,10,,Opposing Pokémon are dragged into a world of total darkness that makes them sleep
Seed Flare,Grass,120,85,5,40,The user emits a shock wave from its body to attack its target. This may also harshly lower the target's Sp. Def stat
Judgment,Normal,100,100,10,,The user releases countless shots of light at the target. This move's type varies depending on the kind of Plate the user is holding
Searing Shot,Fire,100,100,5,30,The user torches everything around it in an inferno of scarlet flames. This may also leave those it hits with a burn
Overheat,Fire,130,90,5,100,The user attacks the target at full power. The attack's recoil harshly lowers the user's Sp. Atk stat
Heat Crash,Fire,,100,10,,The user slams its target with its flame-covered body. The more the user outweighs the target, the greater the move's power
Grass Knot,Grass,,100,20,,The user snares the target with grass and trips it. The heavier the target, the greater the move's power
Scald,Water,80,100,15,30,The user shoots boiling hot water at its target. This may also leave the target with a burn
Psychic Terrain,Psychic,,,10,,This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns
Secret Power,Normal,70,100,20,30,The additional effects of this attack depend upon where it was used
Simple Beam,Normal,,100,15,,The user's mysterious psychic wave changes the target's Ability to Simple
Drain Punch,Fighting,75,100,10,,An energy-draining punch. The user's HP is restored by half the damage taken by the target
Mat Block,Fighting,,,10,,Using a pulled-up mat as a shield, the user protects itself and its allies from damaging moves. This does not stop status moves
Rock Smash,Fighting,40,100,15,50,The user attacks with a punch. This may also lower the target's Defense stat
Rock Climb,Normal,90,85,20,20,The user attacks the target by smashing into it with incredible force. This may also confuse the target
Power Trip,Dark,20,100,10,,The user boasts its strength and attacks the target. The more the user's stats are raised, the greater the move's power
Night Daze,Dark,85,95,10,40,The user lets loose a pitch-black shock wave at its target. This may also lower the target's accuracy
Tail Slap,Normal,25,85,10,,The user attacks by striking the target with its hard tail. It hits the target two to five times in a row
Skill Swap,Psychic,,,10,,The user employs its psychic power to exchange Abilities with the target
Defog,Flying,,,15,,A strong wind blows away the target's barriers such as Reflect or Light Screen. This also lowers the target's evasiveness
Horn Leech,Grass,75,100,10,,The user drains the target's energy with its horns. The user's HP is restored by half the damage taken by the target
Volt Switch,Electric,70,100,20,,After making its attack, the user rushes back to switch places with a party Pokémon in waiting
Electroweb,Electric,55,95,15,100,The user attacks and captures opposing Pokémon using an electric net. This lowers their Speed stat
Gear Grind,Steel,50,85,15,,The user attacks by throwing steel gears at its target twice
Shift Gear,Steel,,,10,,The user rotates its gears, raising its Attack stat and sharply raising its Speed stat
Gear Up,Steel,,,20,,The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability
Water Shuriken,Water,15,100,20,,The user hits the target with throwing stars two to five times in a row. This move always goes first
Head Charge,Normal,120,100,15,,The user charges its head into its target, using its powerful guard hair. This also damages the user a little
Fire Lash,Fire,80,100,15,100,The user strikes the target with a burning lash. This also lowers the target's Defense stat
Fiery Dance,Fire,80,100,10,50,Cloaked in flames, the user dances and flaps its wings. This may also raise the user's Sp. Atk stat
Sacred Sword,Fighting,90,100,15,,The user attacks by slicing with a long horn. The target's stat changes don't affect this attack's damage
Fusion Flare,Fire,100,100,5,,The user brings down a giant flame. This move's power is increased when influenced by an enormous lightning bolt
Blue Flare,Fire,130,85,5,20,The user attacks by engulfing the target in an intense, yet beautiful, blue flame. This may also leave the target with a burn
Fusion Bolt,Electric,100,100,5,,The user throws down a giant lightning bolt. This move's power is increased when influenced by an enormous flame
Bolt Strike,Electric,130,85,5,20,The user surrounds itself with a great amount of electricity and charges its target. This may also leave the target with paralysis
Glaciate,Ice,65,95,10,100,The user attacks by blowing freezing cold air at opposing Pokémon. This lowers their Speed stat
Techno Blast,Normal,120,100,5,,The user fires a beam of light at its target. The move's type changes depending on the Drive the user holds
Powder,Bug,,100,20,,The user covers the target in a combustible powder. If the target uses a Fire-type move, the powder explodes and damages the target
Parting Shot,Dark,,100,20,100,With a parting threat, the user lowers the target's Attack and Sp. Atk stats. Then it switches with a party Pokémon
King's Shield,Steel,,,10,,The user takes a defensive stance while it protects itself from damage. It also harshly lowers the Attack stat of any attacker who makes direct contact
Aromatic Mist,Fairy,,,20,,The user raises the Sp. Def stat of an ally Pokémon by using a mysterious aroma
Topsy-Turvy,Dark,,,20,,All stat changes affecting the target turn topsy-turvy and become the opposite of what they were
Parabolic Charge,Electric,65,100,20,,The user attacks everything around it. The user's HP is restored by half the damage taken by those hit
Electrify,Electric,,,20,,If the target is electrified before it uses a move during that turn, the target's move becomes Electric type
